id,host_id,neighbourhood,latitude,longitude,room_type,price,distance_to_center,zone
1036449,5704246,GARIBALDI REPUBBLICA,45.4822,9.18798,Entire home/apt,93,2.02,2
1036695,5625054,SARPI,45.47934,9.17437,Entire home/apt,123,2.11,2
1037333,5710723,SARPI,45.48373,9.18159,Private room,100,2.29,2
1039269,3920646,TIBALDI,45.43745,9.18467,Entire home/apt,50,3.01,3
1040544,528516,PADOVA,45.50534,9.23854,Entire home/apt,60,5.92,4
1041869,5016437,VILLAPIZZONE,45.49263,9.14844,Private room,85,4.56,4
1042549,5739728,RONCHETTO SUL NAVIGLIO,45.44411,9.142,Entire home/apt,100,4.4,3
1042759,5741067,BUENOS AIRES - VENEZIA,45.47936,9.21941,Entire home/apt,56,2.82,2
1048002,5710723,GARIBALDI REPUBBLICA,45.48374,9.18276,Private room,88,2.26,2
1048855,5775112,TIBALDI,45.44224,9.18298,Entire home/apt,80,2.51,2
1050333,2193665,BUENOS AIRES - VENEZIA,45.47447,9.21328,Entire home/apt,80,2.11,2
1052451,3318242,CORSICA,45.46196,9.2340699999999991,Entire home/apt,50,3.41,3
1053345,3006424,SARPI,45.48392,9.16525,Private room,55,2.95,2
1053413,3006424,SARPI,45.48408,9.16342,Private room,55,3.06,3
1055653,2484509,TORTONA,45.45694,9.1666,Private room,91,2.04,2
1061453,4808213,DUOMO,45.46721,9.1765,Entire home/apt,140,1.15,1
1061470,2193665,BUENOS AIRES - VENEZIA,45.47392,9.21515,Private room,145,2.2,2
1067633,5874689,BANDE NERE,45.46229,9.14087,Entire home/apt,130,3.89,3
1071178,5875275,NAVIGLI,45.45332,9.17634,Entire home/apt,300,1.64,2
1073213,5662634,DUOMO,45.45984,9.19147,Entire home/apt,120,0.49,1
1073988,4862709,TIBALDI,45.44207,9.18072,Entire home/apt,66,2.58,2
1075183,5662634,DUOMO,45.45984,9.19147,Entire home/apt,115,0.49,1
1075321,5662634,DUOMO,45.45984,9.19147,Entire home/apt,165,0.49,1
1075374,5662634,DUOMO,45.45984,9.19147,Entire home/apt,125,0.49,1
1075625,5397258,UMBRIA - MOLISE,45.45537,9.22148,Entire home/apt,60,2.61,2
1078475,5662634,DUOMO,45.45984,9.19147,Private room,70,0.49,1
1079906,5940140,NAVIGLI,45.45191,9.17374,Entire home/apt,96,1.9,2
1081215,5662634,DUOMO,45.45984,9.19147,Entire home/apt,270,0.49,1
1084745,5964282,BUENOS AIRES - VENEZIA,45.47367,9.22299,Private room,48,2.74,2
1085495,4666292,SCALO ROMANA,45.44049,9.20024,Entire home/apt,150,2.74,2
1086828,5974259,CORSICA,45.4694,9.23666,Private room,50,3.65,3
1089183,5984691,VIALE MONZA,45.51486,9.22527,Entire home/apt,77,6.26,5
1094131,1358794,ISOLA,45.487106,9.188794,Entire home/apt,110,2.56,2
1096370,5947015,NAVIGLI,45.44813,9.16063,Entire home/apt,250,2.94,2
1096459,6024800,DE ANGELI - MONTE ROSA,45.48199,9.1471,Entire home/apt,78,3.93,3
1102432,6055281,LORETO,45.49396,9.22071,Entire home/apt,75,4.06,3
1108775,6086308,BUENOS AIRES - VENEZIA,45.47872,9.20743,Private room,23,2.09,2
1109746,2240559,ISOLA,45.48807,9.18824,Entire home/apt,150,2.66,2
1113509,4230213,CITTA' STUDI,45.47106,9.2283,Entire home/apt,164,3.04,3
1116759,6129342,VILLAPIZZONE,45.49561,9.14273,Entire home/apt,50,5.12,4
1118860,6129342,VILLAPIZZONE,45.49428,9.14274,Entire home/apt,50,5.02,4
1119941,2029185,S. CRISTOFORO,45.44062,9.15964,Entire home/apt,350,3.57,3
1122608,6159242,CORSICA,45.46383,9.2272,Private room,40,2.86,2
1124839,6143635,MACIACHINI - MAGGIOLINA,45.493,9.19411,Hotel room,240,3.22,3
1134381,6222716,MACIACHINI - MAGGIOLINA,45.50232,9.18924,Entire home/apt,80,4.25,3
1134583,6224001,TIBALDI,45.44166,9.1788,Entire home/apt,85,2.67,2
1136208,6219243,S. CRISTOFORO,45.44031,9.15527,Entire home/apt,62,3.83,3
1143214,6267499,LORETO,45.49041,9.21526,Entire home/apt,54,3.5,3
1146225,6284643,ISOLA,45.49269,9.19248,Private room,60,3.18,3
1147164,6289261,ISOLA,45.4889,9.18774,Entire home/apt,149,2.76,2
1151322,6310381,AFFORI,45.51481,9.1747,Private room,77,5.77,4
1152639,6317422,ISOLA,45.49097,9.18397,Entire home/apt,50,3.03,3
1158156,6347100,STADERA,45.4207,9.16637,Private room,40,5.2,4
1159232,5947129,WASHINGTON,45.46658,9.15279,Entire home/apt,50,2.96,2
1161779,6364469,LORETO,45.49029,9.22288,Entire home/apt,60,3.85,3
1162305,3814001,TICINESE,45.45111,9.18375,Entire home/apt,90,1.55,2
1163269,2482725,TICINESE,45.44501,9.18094,Entire home/apt,70,2.26,2
1172355,2000535,EX OM - MORIVIONE,45.43774,9.19958,Entire home/apt,62,3.03,3
1172987,6420940,BUENOS AIRES - VENEZIA,45.4686,9.21084,Entire home/apt,120,1.66,2
1177405,4137189,PADOVA,45.5014,9.2268,Entire home/apt,379,5.02,4
1188026,6496423,BUENOS AIRES - VENEZIA,45.4795,9.21985,Private room,48,2.85,2
1188042,6496423,BUENOS AIRES - VENEZIA,45.48146,9.21962,Private room,200,2.97,2
1200741,1546304,TORTONA,45.452942,9.166453,Entire home/apt,90,2.26,2
1206693,2382916,NAVIGLI,45.4515,9.17077,Entire home/apt,88,2.09,2
1208336,6598494,ISOLA,45.48798,9.19017,Private room,80,2.65,2
1208823,2493494,LAMBRATE,45.48031,9.24287,Entire home/apt,200,4.46,3
1216156,6636705,ADRIANO,45.51322,9.24305,Private room,121,6.82,5
1221743,3742633,CENTRALE,45.48323,9.20299,Private room,291,2.33,2
1224715,6623816,BUENOS AIRES - VENEZIA,45.48238,9.21903,Entire home/apt,270,3.01,3
1225529,3411941,GRECO,45.50632,9.20302,Entire home/apt,98,4.79,4
1230783,6712742,BRERA,45.47841,9.18553,Entire home/apt,250,1.63,2
1238903,6753357,BANDE NERE,45.46681,9.13493,Entire home/apt,85,4.35,3
1239328,6752398,BOVISA,45.50433,9.16088,Entire home/apt,79,5.03,4
1251238,3400806,LORETO,45.4922981262207,9.224732398986816,Entire home/apt,99,4.11,3
1253899,6831523,NAVIGLI,45.4495,9.17618,Private room,50,1.98,2
1258433,6853938,GHISOLFA,45.49117,9.16718,Entire home/apt,150,3.51,3
1258803,4138802,BUENOS AIRES - VENEZIA,45.473042,9.208248,Entire home/apt,180,1.7,2
1258831,6855706,XXII MARZO,45.46394,9.21221,Entire home/apt,150,1.69,2
1261284,2057519,MAGENTA - S. VITTORE,45.45964,9.17481,Entire home/apt,200,1.33,1
1263067,6877393,BRERA,45.47714,9.18475,Entire home/apt,200,1.51,2
1272777,6927405,GUASTALLA,45.45461,9.19925,Private room,89,1.26,1
1277405,5250229,STADERA,45.43176,9.18104,Entire home/apt,99,3.69,3
1285834,6995350,GRECO,45.49525,9.21102,Entire home/apt,50,3.81,3
1289847,7013437,NAVIGLI,45.4458,9.17503,Entire home/apt,120,2.38,2
1295607,3574657,PORTA ROMANA,45.44914,9.20305,Entire home/apt,72,1.94,2
1298488,3234827,NAVIGLI,45.44785,9.15652,Entire home/apt,106,3.22,3
1299572,4417813,XXII MARZO,45.45865,9.20874,Entire home/apt,203,1.55,2
1310185,7122099,STADERA,45.43552,9.17352,Entire home/apt,450,3.46,3
1314504,5545830,GHISOLFA,45.4898,9.16475,Entire home/apt,130,3.49,3
1330125,5416680,DERGANO,45.50289,9.17723,Entire home/apt,100,4.43,3
1332040,7013437,NAVIGLI,45.4469,9.17292,Entire home/apt,158,2.37,2
1333571,36138419,GUASTALLA,45.46894,9.20478,Entire home/apt,141,1.23,1
1346155,7301657,GUASTALLA,45.4533,9.20278,Entire home/apt,90,1.54,2
1348312,5072014,NAVIGLI,45.45283,9.17679,Entire home/apt,150,1.66,2
1349317,7320849,BUENOS AIRES - VENEZIA,45.47455,9.21276,Entire home/apt,50,2.08,2
1349421,524119,FARINI,45.4944,9.1739,Private room,85,3.61,3
1360290,4665660,DUOMO,45.4595,9.17928,Entire home/apt,2000,1.02,1
1360595,1138719,VIGENTINA,45.45276,9.18801,Entire home/apt,135,1.29,1
1361876,2524612,TICINESE,45.45337,9.17886,Entire home/apt,78,1.51,2
1364714,7407740,BUENOS AIRES - VENEZIA,45.47721,9.20441,Entire home/apt,115,1.81,2
1366961,1918265,PORTA ROMANA,45.44879,9.20096,Entire home/apt,120,1.9,2
1372470,2848811,LORETO,45.49677,9.22108,Entire home/apt,60,4.34,3
1374831,6296771,TORTONA,45.45357,9.16723,Entire home/apt,140,2.17,2
1375952,4965797,TORTONA,45.45552,9.1693,Entire home/apt,120,1.92,2
1379640,7472617,NAVIGLI,45.45289,9.17318,Entire home/apt,130,1.85,2
1395291,7540261,SARPI,45.47865,9.17921,Entire home/apt,79,1.84,2
1411174,7608530,S. CRISTOFORO,45.44397,9.1497,Entire home/apt,140,3.9,3
1427356,7676789,BUENOS AIRES - VENEZIA,45.47395,9.21522,Entire home/apt,150,2.21,2
1436151,3655465,VIALE MONZA,45.5151,9.22978,Entire home/apt,300,6.44,5
1439927,5430269,PORTA ROMANA,45.448480000000004,9.2054,Entire home/apt,150,2.1,2
1448128,7772596,MAGENTA - S. VITTORE,45.46018,9.17123,Entire home/apt,150,1.57,2
1451817,5483728,VILLAPIZZONE,45.49548,9.13699,Entire home/apt,44,5.44,4
1453623,6020733,NAVIGLI,45.44567,9.16105,Private room,200,3.09,3
1453656,6973311,BRERA,45.47572,9.19274,Entire home/apt,229,1.3,1
1464839,7847730,ISOLA,45.49563,9.19151,Entire home/apt,80,3.5,3
1464907,7529212,DERGANO,45.49739,9.17481,Entire home/apt,109,3.9,3
1468775,1250322,RONCHETTO SUL NAVIGLIO,45.43901,9.1525,Entire home/apt,200,4.09,3
1475129,1603690,SARPI,45.48224,9.17416,Entire home/apt,100,2.38,2
1479365,5489486,RONCHETTO SUL NAVIGLIO,45.44118,9.13931,Entire home/apt,85,4.75,4
1482235,6714207,DUOMO,45.46735,9.19826,Entire home/apt,117,0.7,1
1482285,6428343,CITTA' STUDI,45.48408,9.23336,Entire home/apt,58,4.01,3
1485286,2977146,TICINESE,45.44807,9.17859,Entire home/apt,48,2.02,2
1503614,8033374,RONCHETTO SUL NAVIGLIO,45.44272,9.14587,Entire home/apt,40,4.23,3
1504025,8035854,LORETO,45.49391,9.21725,Entire home/apt,69,3.91,3
1525786,8012392,ISOLA,45.48583,9.18739,Entire home/apt,200,2.42,2
1528996,8156084,BUENOS AIRES - VENEZIA,45.47019662576514,9.20991264301554,Entire home/apt,168,1.65,2
1530211,8162183,BOVISA,45.49823,9.17099,Entire home/apt,50,4.09,3
1555263,2925239,FARINI,45.49696,9.18152,Private room,56,3.72,3
1590485,5544207,BUENOS AIRES - VENEZIA,45.47788,9.222,Entire home/apt,118,2.89,2
1596075,8510159,TIBALDI,45.43997,9.17993,Private room,65,2.82,2
1598084,685397,SARPI,45.48256,9.16703,Entire home/apt,115,2.75,2
1599603,8527153,PADOVA,45.50165939331055,9.225103378295898,Entire home/apt,110,4.97,4
1601662,8535238,GHISOLFA,45.49278,9.15698,Entire home/apt,59,4.12,3
1604570,8548780,BANDE NERE,45.46632,9.13343,Entire home/apt,73,4.47,3
1605608,474875,DERGANO,45.503,9.17763,Entire home/apt,71,4.44,3
1607270,7561201,GIAMBELLINO,45.45031,9.13821,Entire home/apt,45,4.37,3
1611524,2718782,NAVIGLI,45.44999,9.16756,Entire home/apt,150,2.39,2
1615858,6890491,GUASTALLA,45.45504,9.19774,Entire home/apt,159,1.16,1
1619342,3191031,DUOMO,45.45897,9.18145,Entire home/apt,212,0.92,1
1626000,2167304,BRERA,45.47244,9.18351,Entire home/apt,400,1.07,1
1627888,8652527,ADRIANO,45.50921,9.23797,Private room,101,6.23,5
1631711,7869979,ISOLA,45.48618,9.19248,Entire home/apt,85,2.45,2
1637024,144021,CITTA' STUDI,45.48153,9.22757,Entire home/apt,72,3.47,3
1639692,8700325,EX OM - MORIVIONE,45.43842,9.19081,Private room,50,2.87,2
1642569,8719969,BANDE NERE,45.46053,9.13392,Entire home/apt,420,4.44,3
1643649,8721458,TICINESE,45.4523,9.18434,Entire home/apt,71,1.41,1
1643921,8719969,BANDE NERE,45.46142,9.13188,Private room,215,4.59,4
1649780,8534738,S. CRISTOFORO,45.4404,9.15926,Entire home/apt,81,3.6,3
1653112,8766594,LAMBRATE,45.48305,9.2436,Entire home/apt,106,4.64,4
1674919,8863853,PORTA ROMANA,45.45443,9.20461,Private room,51,1.54,2
1676827,6519451,VILLAPIZZONE,45.49762,9.13623,Entire home/apt,150,5.64,4
1680025,8887144,BUENOS AIRES - VENEZIA,45.48411,9.20941,Entire home/apt,100,2.66,2
1680685,8889817,CITTA' STUDI,45.48206,9.22424,Entire home/apt,70,3.3,3
1680715,8889921,TICINESE,45.45445,9.1828,Entire home/apt,130,1.24,1
1689763,6679787,SARPI,45.48021,9.1762,Entire home/apt,200,2.11,2
1694086,4146036,CENTRALE,45.48281,9.20534,Entire home/apt,120,2.37,2
1695647,8954639,LODI - CORVETTO,45.44346,9.21682,Entire home/apt,60,3.09,3
1696562,8959869,VILLAPIZZONE,45.50199,9.14773,Private room,35,5.37,4
1701780,8663878,NAVIGLI,45.44912,9.16357,Entire home/apt,72,2.69,2
1716501,4789702,PADOVA,45.50355,9.23974,Entire home/apt,400,5.83,4
1723087,8000700,BOVISA,45.49953,9.16671,Entire home/apt,130,4.35,3
1725191,9093101,UMBRIA - MOLISE,45.45084,9.21865,Entire home/apt,80,2.65,2
1734055,9134504,SARPI,45.47867,9.18064,Entire home/apt,171,1.79,2
1734725,1675802,BUENOS AIRES - VENEZIA,45.4795675088596,9.216869252891213,Entire home/apt,111,2.67,2
1739580,9159708,DUOMO,45.46599,9.17586,Private room,225,1.17,1
1747061,9194580,VIGENTINA,45.4546,9.18931,Private room,70,1.07,1
1761857,9260455,STADERA,45.43269,9.17404,Private room,60,3.74,3
1762991,7791109,CITTA' STUDI,45.48557,9.22824,Entire home/apt,100,3.78,3
1765953,9028818,DUOMO,45.46069,9.1878,Entire home/apt,480,0.44,1
1779952,9343893,PORTA ROMANA,45.44947,9.19917,Entire home/apt,145,1.77,2
1780385,2030262,ORTOMERCATO,45.45471,9.22568,Entire home/apt,90,2.94,2
1798842,5823014,BANDE NERE,45.46681,9.13219,Entire home/apt,110,4.57,4
1800065,4057004,TICINESE,45.45704,9.17595,Entire home/apt,65,1.39,1
1801571,9441878,MAGENTA - S. VITTORE,45.46998284809266,9.171968333732227,Entire home/apt,130,1.59,2
1805675,2578744,VILLAPIZZONE,45.49393844604498,9.139155179347645,Entire home/apt,80,5.2,4
1815207,9507759,GHISOLFA,45.49116,9.15416,Entire home/apt,134,4.13,3
1825542,9553214,S. CRISTOFORO,45.44564,9.15511,Entire home/apt,55,3.45,3
1832133,8239940,DE ANGELI - MONTE ROSA,45.46833,9.15307,Entire home/apt,250,2.96,2
1835589,9596837,GRECO,45.50891,9.20507,Entire home/apt,60,5.11,4
1837947,5363359,LORETO,45.48624,9.22788,Entire home/apt,113,3.81,3
1840418,5781682,NAVIGLI,45.45107,9.17609,Entire home/apt,60,1.85,2
1841882,253581459,PORTA ROMANA,45.44708,9.20743,Private room,70,2.32,2
1844585,9637236,TORTONA,45.45496,9.15383,Entire home/apt,100,3.05,3
1847245,6910581,BRERA,45.47971,9.18893,Entire home/apt,94,1.73,2
1862289,2880078,GALLARATESE,45.49677,9.12337,Private room,79,6.38,5
1864493,462430,SARPI,45.48082,9.18053,Entire home/apt,210,2.01,2
1873077,685397,GHISOLFA,45.48794,9.16263,Private room,95,3.43,3
1876657,2951984,QT 8,45.48471,9.13188,Private room,65,5.12,4
1877743,9779309,S. CRISTOFORO,45.44738,9.15424,Entire home/apt,130,3.4,3
1878936,9783834,PORTA ROMANA,45.45033,9.20351,Entire home/apt,75,1.84,2
1879366,3885388,STADERA,45.43313,9.18221,Entire home/apt,200,3.52,3
1897436,1008574,DERGANO,45.50124,9.17856,Entire home/apt,150,4.23,3
1902250,1616668,MAGENTA - S. VITTORE,45.45877,9.17551,Entire home/apt,133,1.32,1
1904148,9828178,BUENOS AIRES - VENEZIA,45.481394266395256,9.213678338463746,Entire home/apt,278,2.63,2
1912740,9917329,VIGENTINA,45.45351,9.19523,Entire home/apt,181,1.24,1
1913232,3181850,ISOLA,45.48808,9.19562,Entire home/apt,120,2.69,2
1930711,8025895,VIALE MONZA,45.50679,9.22042,Entire home/apt,120,5.28,4
1932739,10004596,EX OM - MORIVIONE,45.43979,9.19379,Entire home/apt,240,2.73,2
1948495,10075989,S. CRISTOFORO,45.44177,9.15676,Entire home/apt,55,3.63,3
1952588,4513503,S. CRISTOFORO,45.44336,9.15864,Entire home/apt,81,3.4,3
1954279,9546904,NAVIGLI,45.44857,9.16237,Entire home/apt,25,2.8,2
1957003,9506811,PAGANO,45.479072,9.1634153,Private room,85,2.69,2
1960697,8988584,SELINUNTE,45.4677,9.14552,Entire home/apt,200,3.54,3
1962869,10142315,PORTA ROMANA,45.44921,9.20055,Entire home/apt,75,1.84,2
1964071,3635183,MACIACHINI - MAGGIOLINA,45.50069,9.19125,Entire home/apt,60,4.06,3
1974162,3726144,SARPI,45.47958,9.17936,Entire home/apt,81,1.92,2
1974301,5575271,XXII MARZO,45.45981,9.21364,Entire home/apt,110,1.87,2
1979015,10213884,UMBRIA - MOLISE,45.44947,9.22368,Entire home/apt,129,3.06,3
1988879,10254743,DUOMO,45.4603,9.17871,Entire home/apt,345,1.02,1
2001515,10095198,ISOLA,45.49024,9.19863,Private room,70,2.97,2
2002197,369631,GALLARATESE,45.49444555287175,9.118626250553575,Entire home/apt,101,6.55,5
2008034,9837708,LORETO,45.49486,9.21976,Entire home/apt,40,4.11,3
2013384,10357889,VIGENTINA,45.45658,9.19208,Entire home/apt,160,0.85,1
2014109,1678473,TICINESE,45.45692,9.17673,Entire home/apt,300,1.35,1
2019052,10381109,LODI - CORVETTO,45.44079,9.21437,Entire home/apt,180,3.2,3
2019554,2452841,PORTA ROMANA,45.44872,9.19992,Entire home/apt,76,1.87,2
2030657,6009853,GHISOLFA,45.49189,9.16714,Entire home/apt,85,3.59,3
2035151,8205378,NAVIGLI,45.4511500198639,9.17673138356407,Private room,57,1.81,2
2045219,10486093,ISOLA,45.48874,9.18305,Entire home/apt,60,2.8,2
2045424,8527153,PADOVA,45.50171,9.22681,Private room,50,5.05,4
2050657,5419464,SARPI,45.48224,9.16833,Entire home/apt,106,2.66,2
2058798,4040726,BUENOS AIRES - VENEZIA,45.47447,9.21198,Entire home/apt,195,2.03,2
2064633,10563617,VIGENTINA,45.45181,9.19241,Entire home/apt,127,1.39,1
2064953,804332,DUOMO,45.45989,9.1821,Entire home/apt,130,0.82,1
2078081,8729524,SARPI,45.47943,9.17475,Entire home/apt,300,2.1,2
2086660,5374301,DUOMO,45.46702,9.18177,Entire home/apt,94,0.76,1
2087391,9832002,BUENOS AIRES - VENEZIA,45.46922,9.21378,Shared room,60,1.9,2
2095269,10324932,SARPI,45.48122,9.1743,Entire home/apt,158,2.28,2
2098143,10701643,NIGUARDA - CA' GRANDA,45.5095,9.19056,Entire home/apt,180,5.04,4
2103991,5517772,ISOLA,45.48798,9.18873,Entire home/apt,321,2.65,2
2106682,646993,CENTRALE,45.48022,9.20154,Entire home/apt,90,1.98,2
2106997,10741913,WASHINGTON,45.4642,9.15326,Entire home/apt,53,2.91,2
2126990,10849033,VILLAPIZZONE,45.49332,9.14616,Entire home/apt,130,4.75,4
2127177,10850895,NAVIGLI,45.44864,9.16036,Private room,29,2.93,2
2137508,10908423,DUOMO,45.46572,9.19227,Entire home/apt,78,0.22,1
2143192,11031444,CITTA' STUDI,45.47932,9.22395,Entire home/apt,79,3.1,3
2163128,10998760,CITTA' STUDI,45.48113,9.22373,Entire home/apt,150,3.2,3
2163809,11040795,PORTA ROMANA,45.44865,9.20486,Entire home/apt,110,2.06,2
2174955,4571936,S. SIRO,45.47889,9.13235,Entire home/apt,1000,4.83,4
2182896,11131329,VILLAPIZZONE,45.49443,9.15187,Entire home/apt,88,4.52,4
2186449,6633643,GARIBALDI REPUBBLICA,45.48433,9.1952,Private room,130,2.27,2
2190323,11170628,BRERA,45.47807,9.19282,Entire home/apt,90,1.56,2
2192436,11180301,TORTONA,45.45398,9.16452,Entire home/apt,94,2.33,2
2198281,11212818,ROGOREDO,45.43522,9.2446,Entire home/apt,220,5.31,4
2200791,3082506,BUENOS AIRES - VENEZIA,45.47424,9.21146,Entire home/apt,100,1.98,2
2207397,1162539,NAVIGLI,45.45158,9.17134,Entire home/apt,84,2.05,2
2207481,11260725,DERGANO,45.4984,9.17364,Private room,69,4.03,3
2211908,11283646,ISOLA,45.48493,9.19105,Entire home/apt,108,2.31,2
2211960,11257780,TICINESE,45.45416,9.17962,Private room,180,1.41,1
2213911,8089215,XXII MARZO,45.46241,9.20898,Entire home/apt,70,1.45,1
2219974,2030526,S. CRISTOFORO,45.43917,9.15801,Entire home/apt,179,3.77,3
2220573,5941588,BOVISA,45.50199,9.16207,Entire home/apt,40,4.76,4
2221901,8877100,WASHINGTON,45.46494,9.16129,Private room,70,2.29,2
2229605,8862569,GIAMBELLINO,45.44904,9.15276,Private room,35,3.4,3
2230903,11386797,TICINESE,45.44647,9.1769,Entire home/apt,256,2.24,2
2235150,11410972,GALLARATESE,45.49148,9.12229,Entire home/apt,77,6.13,5
2236479,9666994,BUENOS AIRES - VENEZIA,45.470833,9.211973,Entire home/apt,220,1.83,2
2238808,4069864,BUENOS AIRES - VENEZIA,45.47695,9.20536,Entire home/apt,106,1.83,2
2239305,11112532,MACIACHINI - MAGGIOLINA,45.49699,9.19407,Private room,75,3.66,3
2241636,11255661,DE ANGELI - MONTE ROSA,45.4824,9.1444,Entire home/apt,60,4.13,3
2247558,11478495,GHISOLFA,45.49089,9.16724,Entire home/apt,200,3.49,3
2254467,1786307,CENTRALE,45.48336,9.20755,Private room,90,2.51,2
2271545,11598289,WASHINGTON,45.46616,9.14653,Entire home/apt,59,3.44,3
2271642,3155536,FARINI,45.49508,9.17118,Private room,80,3.76,3
2276277,11623065,PORTA ROMANA,45.45175,9.20433,Entire home/apt,104,1.75,2
2276423,7123100,SARPI,45.48226,9.17416,Entire home/apt,150,2.38,2
2277182,10499061,DUOMO,45.4639,9.17638,Entire home/apt,250,1.11,1
2286332,11680677,MECENATE,45.46185,9.24458,Entire home/apt,80,4.23,3
2286357,3193226,GRECO,45.5035,9.20735,Entire home/apt,60,4.57,4
2290704,8721458,TICINESE,45.4511,9.18407,Entire home/apt,200,1.54,2
2293580,11717530,MACIACHINI - MAGGIOLINA,45.50349,9.19334,Entire home/apt,60,4.38,3
2297327,11733683,NAVIGLI,45.44689,9.16331,Entire home/apt,78,2.87,2
2306186,11779267,LODI - CORVETTO,45.44245,9.22566,Entire home/apt,200,3.66,3
2306717,10519756,NAVIGLI,45.45219,9.17359,Entire home/apt,89,1.88,2
2307058,9507759,VILLAPIZZONE,45.49134,9.15297,Entire home/apt,35724,4.21,3
2307462,7421648,XXII MARZO,45.45891,9.21195,Entire home/apt,110,1.77,2
2307608,11780756,DERGANO,45.50278,9.17989,Entire home/apt,60,4.38,3
2313262,11812943,GRECO,45.50398,9.20134,Entire home/apt,79,4.51,4
2315719,4665660,TICINESE,45.45572,9.18018,Entire home/apt,800,1.24,1
2316631,11255661,QT 8,45.48236,9.14254,Entire home/apt,60,4.26,3
2317172,11833851,S. CRISTOFORO,45.44418,9.15536,Entire home/apt,110,3.54,3
2323277,11866506,TIBALDI,45.44308,9.18773,Entire home/apt,114,2.36,2
2328099,11892995,STADERA,45.43126,9.18039,Entire home/apt,70,3.75,3
2329427,7420022,LORETO,45.49157,9.21713,Entire home/apt,42,3.69,3
2340706,9028818,DUOMO,45.46087,9.18606,Entire home/apt,240,0.51,1
2342528,6704766,S. CRISTOFORO,45.44441,9.15625,Entire home/apt,160,3.47,3
2350082,10973493,LORETO,45.489250117902785,9.219227470457554,Entire home/apt,200,3.58,3
2350849,10694958,BRERA,45.48012,9.18969,Private room,200,1.78,2
2353321,7687156,LORETO,45.49058,9.21368,Entire home/apt,120,3.45,3
2353494,6388532,ISOLA,45.48666,9.1859,Entire home/apt,180,2.53,2
2358256,12043955,CENTRALE,45.48366,9.2007,Entire home/apt,120,2.31,2
2358729,10168442,XXII MARZO,45.45905,9.20821,Entire home/apt,235,1.49,1
2359060,8968963,BUENOS AIRES - VENEZIA,45.47661,9.20239,Private room,64,1.66,2
2359910,11946952,DUOMO,45.46516,9.18181,Private room,42,0.69,1
2369242,12105494,WASHINGTON,45.46581,9.15014,Entire home/apt,85,3.16,3
2373502,12124782,TORTONA,45.45551,9.1664,Entire home/apt,307,2.12,2
2378383,12147459,GUASTALLA,45.46368408203125,9.2039947509765625,Entire home/apt,182,1.05,1
2388167,12200438,GIAMBELLINO,45.4512,9.14766,Entire home/apt,111,3.65,3
2388371,12201211,CITTA' STUDI,45.4718,9.23467,Entire home/apt,89,3.55,3
2389778,12207044,BRERA,45.47923,9.18985,Entire home/apt,146,1.68,2
2389898,12207778,DUOMO,45.4666633605957,9.1976165771484375,Entire home/apt,123,0.62,1
2390094,12208609,SARPI,45.48332,9.16408,Private room,80,2.97,2
2393174,3215644,VILLAPIZZONE,45.4906,9.15082,Entire home/apt,75,4.27,3
2397413,3110598,TICINESE,45.44618,9.1777,Entire home/apt,180,2.24,2
